SRX ID	SRA ID	GEO ID	Genome	Track type class	Track type	Cell type class	Cell type	Title	Attributes
SRX9858270	SRA1184466	GSM5023478	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD66-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858271	SRA1184466	GSM5023479	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD68-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858272	SRA1184466	GSM5023480	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD75-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858273	SRA1184466	GSM5023481	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD84-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858274	SRA1184466	GSM5023482	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD85-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858275	SRA1184466	GSM5023483	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD90-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858276	SRA1184466	GSM5023484	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD95-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858277	SRA1184466	GSM5023485	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD98 -ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858278	SRA1184466	GSM5023486	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD154-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
SRX9858279	SRA1184466	GSM5023487	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	BXD161-ATAC-EpiLC; Mus musculus; ATAC-seq	source_name: epiblast-like stem cellcell type: esc transitioned to formative EpiLCmouse strain: bxd
ERX4714569	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579910INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_12h_pMsgn1-mutbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: pMsgn1-mutorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_12h_pMsgn1-mutstrain: 129X1/SvJ
ERX4714570	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579911INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_24h_pMsgn1-mutbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: pMsgn1-mutorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_24h_pMsgn1-mutstrain: 129X1/SvJ
ERX4714571	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579912INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_36h_pMsgn1-mutbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: pMsgn1-mutorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_36h_pMsgn1-mutstrain: 129X1/SvJ
ERX4714572	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579913INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_48h_pMsgn1-mutbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: pMsgn1-mutorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_48h_pMsgn1-mutstrain: 129X1/SvJ
ERX4714573	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579914INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_12h_Pbx1/2-DKObroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: Pbx1 -/-; Pbx2 -/-organism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_12h_Pbx1/2-DKOstrain: 129X1/SvJ
ERX4714574	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579915INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_24h_Pbx1/2-DKObroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: Pbx1 -/-; Pbx2 -/-organism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_24h_Pbx1/2-DKOstrain: 129X1/SvJ
ERX4714575	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579916INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_36h_Pbx1/2-DKObroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: Pbx1 -/-; Pbx2 -/-organism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_36h_Pbx1/2-DKOstrain: 129X1/SvJ
ERX4714576	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579917INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_48h_Pbx1/2-DKObroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: Pbx1 -/-; Pbx2 -/-organism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_48h_Pbx1/2-DKOstrain: 129X1/SvJ
ERX4714577	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579919INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_6h_Pbx1/2-DKObroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: Pbx1 -/-; Pbx2 -/-organism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_6h_Pbx1/2-DKOstrain: 129X1/SvJ
ERX4714578	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579920INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_EpiSC_Pbx1/2-DKObroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: Pbx1 -/-; Pbx2 -/-organism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_EpiSC_Pbx1/2-DKOstrain: 129X1/SvJ
ERX4714579	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579921INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:36ZINSDC last update: 2021-07-21T16:31:36ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_12h_WTbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: wild type genotypeorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_12h_WTstrain: 129X1/SvJ
ERX4714580	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579922INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:36ZINSDC last update: 2021-07-21T16:31:36ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_24h_WTbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: wild type genotypeorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_24h_WTstrain: 129X1/SvJ
ERX4714581	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579923INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_36h_WTbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: wild type genotypeorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_36h_WTstrain: 129X1/SvJ
ERX4714582	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579924INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_48h_WTbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: wild type genotypeorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_48h_WTstrain: 129X1/SvJ
ERX4714583	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579925INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_6h_WTbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: wild type genotypeorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_6h_WTstrain: 129X1/SvJ
ERX4714584	ERA3145927	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	NextSeq 500 paired end sequencing; ATAC-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 48 hours of differentiation.	ENA first public: 2021-07-21ENA last update: 2021-07-21ENA-CHECKLIST: ERC000011External Id: SAMEA7579926INSDC center alias: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC center name: Novo Nordisk Foundation Center for Stem Cell Biology (DanStem), University of CopenhagenINSDC first public: 2021-07-21T16:31:35ZINSDC last update: 2021-07-21T16:31:35ZINSDC status: publicSubmitter Id: E-MTAB-9776:ATAC-seq_EpiSC_WTbroker name: ArrayExpresscell line: 129 EpiSCcell type: epiblast cellcommon name: house mousedevelopmental stage: embryodisease: normalgenotype: wild type genotypeorganism part: inner cell masssample name: E-MTAB-9776:ATAC-seq_EpiSC_WTstrain: 129X1/SvJ
SRX11859292	SRA1281870	GSM5531336	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiSC5 OPCs; Mus musculus; ATAC-seq	source_name: oligodendrocyte progenitor cells (OPCs)cell line: EpiSC5cell type: epiblast stem cell derived OPCs
SRX11859293	SRA1281870	GSM5531337	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiSC5 OL; Mus musculus; ATAC-seq	source_name: oligodendrocytes (OLs)cell line: EpiSC5cell type: epiblast stem cell derived OLs
SRX13262537	SRA1336760	GSM5708840	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-Seq B6 mEpiSCs BioRep 1; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX13262538	SRA1336760	GSM5708841	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-Seq B6 mEpiSCs BioRep 4; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX13262539	SRA1336760	GSM5708842	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-Seq B6 mEpiSCs BioRep 44; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX13262540	SRA1336760	GSM5708843	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-Seq B6 mEpiSCs BioRep 51; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cells in vitrostrain: C57BL/6passage: p5-p10treatment: none
SRX13262545	SRA1336760	GSM5708848	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-Seq PWK mEpiSCs BioRep698; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cells in vitrostrain: PWK/PhJpassage: p5-p10treatment: none
SRX13262546	SRA1336760	GSM5708849	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-Seq PWK mEpiSCs BioRepALT; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cells in vitrostrain: PWK/PhJpassage: p5-p10treatment: none
SRX13262547	SRA1336760	GSM5708850	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-Seq DBA mEpiSCs; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cells in vitrostrain: DBA/2Jpassage: p5-p10treatment: none
SRX14859482	SRA1055765	GSM6044542	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	BiPNT.D3(+SGC).ATAC-seq; Mus musculus; ATAC-seq	source_name: epiblast stem cellcell type: epiblast stem cell
SRX14859483	SRA1055765	GSM6044543	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	BiPNT.D3(-SGC).ATAC-seq; Mus musculus; ATAC-seq	source_name: epiblast stem cellcell type: epiblast stem cell
SRX24017656	SRA1830854	GSM8159421	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC WT rep1; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: TASOR KOgeo_loc_name: missingcollection_date: missing
SRX24017657	SRA1830854	GSM8159422	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC WT rep2; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: WTgeo_loc_name: missingcollection_date: missing
SRX24017658	SRA1830854	GSM8159423	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC TASOR KO rep1; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: WTgeo_loc_name: missingcollection_date: missing
SRX24017659	SRA1830854	GSM8159424	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC TASOR KO rep2; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: TASOR KOgeo_loc_name: missingcollection_date: missing
SRX24017660	SRA1830854	GSM8159425	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC TASOR KO+ADDBACK rep1; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: TASOR KOtreatment: TASOR cDNAgeo_loc_name: missingcollection_date: missing
SRX24017661	SRA1830854	GSM8159426	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC TASOR KO+ADDBACK rep2; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: TASOR KOtreatment: TASOR cDNAgeo_loc_name: missingcollection_date: missing
SRX24017662	SRA1830854	GSM8159427	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC TASOR KO MET rep1; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: TASOR KOtreatment: 1 uM MCC950 and 5 uM Emricasangeo_loc_name: missingcollection_date: missing
SRX24017663	SRA1830854	GSM8159428	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiLC ATAC TASOR KO MET rep2; Mus musculus; ATAC-seq	source_name: Epiblast like stem cellscell line: Epiblast like stem cellsstrain: C57BL/6genotype: TASOR KOtreatment: 1 uM MCC950 and 5 uM Emricasangeo_loc_name: missingcollection_date: missing
SRX2440030	SRA507728	GSM2436748	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	WT EpiC ATAC rep1; Mus musculus; ATAC-seq	source_name: epiblast cellscell type: EpiCscell line of origin: V6.5 ESCschip antibody: N/Atreatment: -Lif -2i day 3
SRX2440031	SRA507728	GSM2436749	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	WT EpiC ATAC rep2; Mus musculus; ATAC-seq	source_name: epiblast cellscell type: EpiCscell line of origin: V6.5 ESCschip antibody: N/Atreatment: -Lif -2i day 3
SRX2440032	SRA507728	GSM2436750	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	GRHL2 KO EpiC ATAC rep1; Mus musculus; ATAC-seq	source_name: epiblast cellscell type: EpiCscell line of origin: GRHL2 knockout V6.5 ESCs clone D8chip antibody: N/Atreatment: -Lif -2i day 3
SRX2440033	SRA507728	GSM2436751	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	GRHL2 KO EpiC ATAC rep2; Mus musculus; ATAC-seq	source_name: epiblast cellscell type: EpiCscell line of origin: GRHL2 knockout V6.5 ESCs clone D12chip antibody: N/Atreatment: -Lif -2i day 3
SRX5062194	SRA814825	GSM3488888	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-seq.EpiSC; Mus musculus; ATAC-seq	source_name: mouse stem cells during primed convert to naïve statecell type: mouse primed epiblast stem celltreatment: BMP4strain: OG2
SRX5485274	SRA856495	GSM3656504	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiSC-rp3; Mus musculus; ATAC-seq	source_name: Epiblast stem cellscell type: Epiblast stem cellsstrain: CBA/CaJ X C57BL/6J
SRX5485275	SRA856495	GSM3656505	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	EpiSC-rp4; Mus musculus; ATAC-seq	source_name: Epiblast stem cellscell type: Epiblast stem cellsstrain: CBA/CaJ X C57BL/6J
SRX5485276	SRA856495	GSM3656506	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Episc-rp1; Mus musculus; ATAC-seq	source_name: Epiblast stem cellscell type: Epiblast stem cells
